


Method: solveWithScheduleKochetovStolyar2003
probabilityKP	probabilitySN	tabuListSize	changingInterval	maxIterationNumber
0,5	0,2	5	10	5000
Name	duration	error to record, %	error to critical path, %	calculation time, sec.	is valid
24_1	93	0	1,08696	39	OK
24_2	91	0	0	63	OK
24_3	89	0	0	57	OK
24_4	101	0	0	64	OK
24_6	95	0	0	54	OK
24_7	112	0	2,75229	46	OK
24_8	104	0	0	64	OK
24_9	82	0	7,89474	58	OK
24_10	91	0	0	63	OK
25_2	108	0	0	35	OK
25_3	100	0	0	35	OK
25_4	117	0	0	40	OK
25_5	100	0	0	44	OK
25_6	92	0	1,0989	49	OK
25_8	80	0	5,26316	50	OK
25_9	94	0	0	34	OK
25_10	92	0	0	39	OK
average		1,11325	16,1362	103,48



Method: solveWithMyGA
maxGeneratedSchedules	populationSize	maxParents	maxChildren	numberOfChildrenInNextGeneration	timesPingPongInitialPopulation	probabilityKP	probabilityParentSelection	permissibleResourceRemains	swapAndMovePermissibleTimes
5000	40	20	40	10	100	0,5	0,8	0,9	10
Name	Duration	Error to record, %	Error to critical path, %	Calculation time, sec.	Is valid
17_1	146	4,28571	67,8161	28	OK
17_2	129	4,87805	74,3243	27	OK
17_4	124	3,33333	36,2637	27	OK
17_5	134	3,87597	48,8889	26	OK
17_6	140	2,94118	105,882	25	OK
17_7	152	4,10959	55,102	28	OK
17_8	131	3,14961	79,4521	25	OK
17_10	138	2,98507	56,8182	27	OK
18_1	141	2,17391	39,604	27	OK
18_2	120	3,44828	8,10811	25	OK
18_3	102	0,990099	41,6667	25	OK
18_4	102	0,990099	32,4675	23	OK
18_6	138	2,98507	27,7778	26	OK
18_7	121	2,54237	35,9551	24	OK
18_8	108	1,88679	22,7273	24	OK
18_9	93	2,1978	22,3684	23	OK
18_10	100	2,04082	19,0476	23	OK
19_2	84	1,20482	3,7037	22	OK
19_3	86	1,17647	19,4444	22	OK
19_4	109	2,83019	18,4783	24	OK
19_5	106	2,91262	24,7059	23	OK
19_6	92	2,22222	15	24	OK
19_8	93	0	0	23	OK
19_9	90	1,1236	20	23	OK
19_10	88	0	0	21	OK
20_1	89	0	0	21	OK
20_2	99	0	0	20	OK
20_4	89	0	0	18	OK
20_5	69	0	0	19	OK
20_6	80	0	0	17	OK
20_7	81	0	0	17	OK
20_8	107	0	0	23	OK
20_10	81	0	0	20	OK
21_1	117	2,63158	19,3878	18	OK
21_2	118	0,854701	35,6322	17	OK
21_3	144	0,699301	29,7297	17	OK
21_4	136	0,740741	22,5225	17	OK
21_6	111	1,83486	14,433	17	OK
21_7	112	0,900901	41,7722	17	OK
21_8	127	0	4,95868	17	OK
21_9	103	0,980392	19,7674	18	OK
21_10	103	0,980392	18,3908	16	OK
22_2	107	0	2,88462	17	OK
22_3	97	1,04167	16,8675	17	OK
22_4	90	0	13,9241	17	OK
22_5	93	0	0	17	OK
22_6	104	0,970874	11,828	15	OK
22_8	103	0	10,7527	18	OK
22_9	109	0	19,7802	17	OK
22_10	79	0	11,2676	14	OK
23_1	107	0	0	15	OK
23_2	116	0	0	16	OK
23_4	106	0	2,91262	15	OK
23_5	99	0	3,125	14	OK
23_6	106	0	2,91262	16	OK
23_7	104	0	0	15	OK
23_8	101	0	1	14	OK
23_10	100	0	0	15	OK
24_1	93	0	1,08696	13	OK
24_2	91	0	0	15	OK
24_3	89	0	0	14	OK
24_4	101	0	0	17	OK
24_6	95	0	0	14	OK
24_7	112	0	2,75229	15	OK
24_8	104	0	0	14	OK
24_9	82	0	7,89474	13	OK
24_10	91	0	0	16	OK
25_2	108	0	0	13	OK
25_3	100	0	0	12	OK
25_4	117	0	0	14	OK
25_5	100	0	0	12	OK
25_6	92	0	1,0989	14	OK
25_8	80	0	5,26316	15	OK
25_9	94	0	0	12	OK
25_10	92	0	0	13	OK
average		0,958921	15,9673	18,8267



Method: solveWithScheduleKochetovStolyar2003
probabilityKP	probabilitySN	tabuListSize	changingInterval	maxIterationNumber
0,5	0,2	5	10	5000
Name	Duration	Error to record, %	Error to critical path, %	Calculation time, sec.	Is valid
26_1	177	4,73373	84,375	144	OK
26_2	175	3,5503	80,4124	138	OK
26_4	177	2,90698	63,8889	132	OK
26_5	158	3,26797	95,0617	136	OK
26_6	193	3,20856	58,1967	135	OK
26_7	162	3,18471	95,1807	132	OK
26_8	183	3,97727	74,2857	133	OK
26_10	189	3,27869	54,918	137	OK
27_1	113	4,62963	46,7532	123	OK
27_2	119	3,47826	36,7816	123	OK
27_3	148	2,77778	51,0204	128	OK
27_4	112	3,7037	31,7647	133	OK
27_6	150	3,44828	54,6392	139	OK
27_7	129	3,2	29	118	OK
27_8	146	4,28571	35,1852	135	OK
27_9	133	3,90625	40	127	OK
27_10	121	5,21739	15,2381	122	OK
28_2	112	1,81818	1,81818	95	OK
28_3	101	0	0	91	OK
28_4	116	3,57143	12,6214	117	OK
28_5	102	0	0	87	OK
28_6	104	0,970874	0,970874	93	OK
28_8	102	3,0303	17,2414	104	OK
28_9	102	4,08163	9,67742	98	OK
28_10	120	3,44828	10,0917	113	OK
29_1	104	0	0	73	OK
29_2	91	0	0	73	OK
29_4	82	2,5	6,49351	80	OK
29_5	102	0	0	93	OK
29_6	93	2,1978	5,68182	109	OK
29_7	97	0	0	84	OK
29_8	81	1,25	1,25	97	OK
29_10	96	0	0	76	OK
30_1	102	0	0	67	OK
30_2	112	0	0	76	OK
30_3	108	0	0	67	OK
30_4	83	0	0	77	OK
30_6	79	0	0	73	OK
30_7	94	1,07527	1,07527	83	OK
30_8	79	0	0	62	OK
30_9	93	0	0	75	OK
30_10	86	0	0	70	OK
average		2,06426	24,1339	104



Method: solveWithMyGA
maxGeneratedSchedules	populationSize	maxParents	maxChildren	numberOfChildrenInNextGeneration	timesPingPongInitialPopulation	probabilityKP	probabilityParentSelection	permissibleResourceRemains	swapAndMovePermissibleTimes
5000	40	20	40	10	100	0,5	0,8	0,9	10
Name	Duration	Error to record, %	Error to critical path, %	Calculation time, sec.	Is valid
26_1	175	3,5503	82,2917	23	OK
26_2	177	4,73373	82,4742	22	OK
26_4	177	2,90698	63,8889	23	OK
26_5	164	7,18954	102,469	21	OK
26_6	198	5,88235	62,2951	24	OK
26_7	162	3,18471	95,1807	22	OK
26_8	182	3,40909	73,3333	23	OK
26_10	195	6,55738	59,8361	24	OK
27_1	112	3,7037	45,4545	21	OK
27_2	118	2,6087	35,6322	22	OK
27_3	147	2,08333	50	23	OK
27_4	110	1,85185	29,4118	21	OK
27_6	149	2,75862	53,6082	23	OK
27_7	130	4	30	23	OK
27_8	144	2,85714	33,3333	23	OK
27_9	131	2,34375	37,8947	23	OK
27_10	120	4,34783	14,2857	22	OK
28_2	110	0	0	21	OK
28_3	101	0	0	18	OK
28_4	115	2,67857	11,6505	22	OK
28_5	102	0	0	18	OK
28_6	103	0	0	21	OK
28_8	101	2,0202	16,092	20	OK
28_9	99	1,02041	6,45161	19	OK
28_10	119	2,58621	9,17431	21	OK
29_1	104	0	0	16	OK
29_2	91	0	0	17	OK
29_4	80	0	3,8961	17	OK
29_5	102	0	0	20	OK
29_6	91	0	3,40909	19	OK
29_7	97	0	0	16	OK
29_8	80	0	0	18	OK
29_10	96	0	0	16	OK
30_1	102	0	0	16	OK
30_2	112	0	0	16	OK
30_3	108	0	0	16	OK
30_4	83	0	0	15	OK
30_6	79	0	0	15	OK
30_7	93	0	0	19	OK
30_8	79	0	0	15	OK
30_9	93	0	0	16	OK
30_10	86	0	0	16	OK
average		1,72082	23,8586	19,6667



Method: solveWithScheduleKochetovStolyar2003
probabilityKP	probabilitySN	tabuListSize	changingInterval	maxIterationNumber
0,5	0,2	5	10	5000
Name	Duration	Error to record, %	Error to critical path, %	Calculation time, sec.	Is valid
31_6	199	3,64583	97,0297	149	OK
31_2	199	3,10881	142,683	149	OK
31_3	183	5,17241	128,75	149	OK
31_4	228	4,10959	103,571	152	OK
31_5	208	4	114,433	158	OK
31_8	201	4,6875	118,478	158	OK
31_9	197	4,2328	98,9899	162	OK
31_10	237	4,40529	163,333	164	OK
32_1	151	2,72109	52,5253	153	OK
32_2	138	5,34351	38	148	OK
32_4	140	2,94118	29,6296	143	OK
32_5	143	3,62319	44,4444	145	OK
32_6	133	3,90625	41,4894	138	OK
32_7	127	4,09836	22,1154	136	OK
32_8	141	4,44444	74,0741	152	OK
32_10	136	3,81679	49,4506	153	OK
33_1	111	3,73832	12,1212	124	OK
33_2	117	3,53982	27,1739	131	OK
33_3	111	3,73832	26,1364	132	OK
33_4	117	4,46429	20,6186	131	OK
33_6	118	2,6087	2,6087	117	OK
33_7	127	3,25203	36,5591	159	OK
33_8	115	3,6036	27,7778	164	OK
33_9	118	3,50877	15,6863	154	OK
33_10	110	3,77358	25	151	OK
34_2	108	2,85714	13,6842	139	OK
34_3	105	2,94118	11,7021	134	OK
34_4	96	1,05263	2,12766	101	OK
34_5	107	3,8835	8,08081	135	OK
34_6	101	1	1	96	OK
34_8	92	3,37079	13,5802	127	OK
34_9	98	3,15789	18,0723	147	OK
34_10	101	0	0	125	OK
35_1	87	0	0	93	OK
35_2	114	2,7027	2,7027	114	OK
35_4	101	0	0	106	OK
35_5	95	2,15054	3,26087	117	OK
35_6	86	0	0	89	OK
35_7	99	0	0	71	OK
35_8	101	0	0	85	OK
35_10	86	0	0	90	OK
average		2,91709	38,7046	132,707



Method: solveWithMyGA
maxGeneratedSchedules	populationSize	maxParents	maxChildren	numberOfChildrenInNextGeneration	timesPingPongInitialPopulation	probabilityKP	probabilityParentSelection	permissibleResourceRemains	swapAndMovePermissibleTimes
5000	40	20	40	10	100	0,5	0,8	0,9	10
Name	Duration	Error to record, %	Error to critical path, %	Calculation time, sec.	Is valid
31_6	200	4,16667	98,0198	25	OK
31_2	204	5,69948	148,78	25	OK
31_3	181	4,02299	126,25	25	OK
31_4	230	5,02283	105,357	26	OK
31_5	212	6	118,557	28	OK
31_8	204	6,25	121,739	27	OK
31_9	198	4,7619	100	27	OK
31_10	238	4,84582	164,444	27	OK
32_1	152	3,40136	53,5354	25	OK
32_2	136	3,81679	36	24	OK
32_4	139	2,20588	28,7037	23	OK
32_5	144	4,34783	45,4545	23	OK
32_6	133	3,90625	41,4894	23	OK
32_7	126	3,27869	21,1538	24	OK
32_8	140	3,7037	72,8395	24	OK
32_10	136	3,81679	49,4506	25	OK
33_1	110	2,80374	11,1111	21	OK
33_2	116	2,65487	26,087	21	OK
33_3	110	2,80374	25	22	OK
33_4	115	2,67857	18,5567	23	OK
33_6	117	1,73913	1,73913	21	OK
33_7	126	2,43902	35,4839	24	OK
33_8	115	3,6036	27,7778	23	OK
33_9	117	2,63158	14,7059	22	OK
33_10	109	2,83019	23,8636	21	OK
34_2	107	1,90476	12,6316	22	OK
34_3	102	0	8,51064	22	OK
34_4	95	0	1,06383	19	OK
34_5	106	2,91262	7,07071	21	OK
34_6	100	0	0	21	OK
34_8	90	1,1236	11,1111	20	OK
34_9	97	2,10526	16,8675	21	OK
34_10	101	0	0	21	OK
35_1	87	0	0	15	OK
35_2	112	0,900901	0,900901	21	OK
35_4	101	0	0	20	OK
35_5	93	0	1,08696	20	OK
35_6	86	0	0	17	OK
35_7	99	0	0	16	OK
35_8	101	0	0	18	OK
35_10	86	0	0	17	OK
average		2,49704	38,423	22,1951



Method: solveWithScheduleKochetovStolyar2003
probabilityKP	probabilitySN	tabuListSize	changingInterval	maxIterationNumber
0,5	0,2	5	10	5000
Name	Duration	Error to record, %	Error to critical path, %	Calculation time, sec.	Is valid
42_4	104	0	1,96078	79	OK
43_4	105	0	5	59	OK
43_5	105	0	7,14286	62	OK
43_6	99	1,02041	16,4706	67	OK
43_10	113	0	1,8018	64	OK
44_1	100	0	0	45	OK
44_2	112	0	9,80392	53	OK
44_4	95	0	2,15054	54	OK
44_5	98	0	4,25532	44	OK
44_6	106	0	0	52	OK
44_7	98	0	0	49	OK
42_2	126	0	0	60	OK
37_2	149	2,75862	73,2558	166	OK
37_3	146	5,03597	44,5545	155	OK
37_4	168	3,06748	76,8421	175	OK
37_5	211	2,42718	85,0877	170	OK
37_6	169	3,68098	60,9524	178	OK
37_8	186	4,49438	60,3448	176	OK
37_9	147	3,52113	79,2683	187	OK
37_10	137	3,78788	71,25	185	OK
38_1	111	2,77778	7,76699	158	OK
38_2	129	4,03226	40,2174	170	OK
38_4	145	3,57143	25	168	OK
38_5	117	2,63158	23,1579	167	OK
38_6	125	2,45902	31,5789	166	OK
38_7	107	1,90476	17,5824	149	OK
38_8	130	4	32,6531	170	OK
38_10	144	2,85714	50	168	OK
39_1	97	2,10526	2,10526	134	OK
39_2	112	3,7037	7,69231	144	OK
39_3	115	3,6036	15	143	OK
39_4	101	3,06122	32,8947	148	OK
39_6	95	0	0	124	OK
39_7	108	3,84615	14,8936	139	OK
39_8	100	4,16667	7,52688	143	OK
39_9	95	3,26087	23,3766	146	OK
39_10	113	2,72727	14,1414	132	OK
40_2	91	1,11111	1,11111	122	OK
40_3	88	1,14943	1,14943	101	OK
40_4	112	0	0	101	OK
40_5	101	0	0	100	OK
40_6	90	0	0	97	OK
40_8	97	0	0	121	OK
40_9	117	0	0	119	OK
40_10	96	0	0	104	OK
41_1	131	3,14961	27,1845	91	OK
41_2	141	0	42,4242	92	OK
42_7	123	0	4,23729	63	OK
43_8	115	0	0	53	OK
47_1	143	4,37956	33,6449	129	OK
47_2	136	3,0303	27,1028	114	OK
47_4	135	2,27273	27,3585	114	OK
47_5	132	3,93701	24,5283	118	OK
47_6	142	3,64963	42	128	OK
41_4	116	0	33,3333	83	OK
41_5	138	0	20	90	OK
41_6	113	0	24,1758	82	OK
41_7	110	0,917431	20,8791	96	OK
41_8	138	0	25,4545	74	OK
41_10	137	0,735294	13,2231	88	OK
42_1	109	0,925926	19,7802	81	OK
42_3	106	0	6	72	OK
42_6	119	0	35,2273	75	OK
42_8	114	0,884956	12,8713	82	OK
42_9	105	0,961538	9,375	60	OK
42_10	118	0	15,6863	83	OK
43_2	120	0	4,34783	64	OK
43_3	95	0	0	68	OK
43_9	105	0	3,9604	62	OK
45_4	103	0	0	40	OK
46_6	181	1,68539	86,5979	130	OK
46_8	182	2,82486	89,5833	144	OK
46_9	168	1,20482	76,8421	141	OK
46_10	192	2,12766	82,8571	129	OK
48_3	115	2,67857	10,5769	106	OK
52_8	164	3,79747	43,8596	126	OK
52_10	150	4,16667	64,8352	139	OK
54_4	123	2,5	3,36134	105	OK
54_8	106	3,92157	19,1011	110	OK
54_9	111	3,73832	16,8421	123	OK
54_10	111	2,77778	11	96	OK
55_3	126	0	0	88	OK
44_8	108	0	2,85714	52	OK
44_10	98	0	0	57	OK
45_1	108	0	0	35	OK
45_2	91	0	0	44	OK
45_3	98	0	0	32	OK
45_6	125	0	0	44	OK
45_7	103	0	0	41	OK
45_8	103	0	0	42	OK
45_9	114	0	0	33	OK
45_10	99	0	0	39	OK
46_2	206	4,0404	76,0684	130	OK
46_3	182	4	75	121	OK
46_4	174	2,35294	93,3333	127	OK
46_5	156	4,69799	60,8247	138	OK
50_2	113	0,892857	0,892857	101	OK
52_2	190	3,82514	71,1712	147	OK
52_3	139	3,73134	36,2745	134	OK
55_4	90	0	0	85	OK
55_5	106	0	0	85	OK
55_6	102	2	4,08163	103	OK
47_7	122	3,38983	41,8605	111	OK
47_8	137	3,00752	69,1358	138	OK
47_10	136	3,0303	33,3333	129	OK
48_1	103	3	8,42105	103	OK
48_2	115	1,76991	30,6818	119	OK
48_4	131	3,14961	24,7619	113	OK
51_7	217	2,35849	138,462	141	OK
51_8	215	4,36893	152,941	152	OK
51_9	220	4,2654	111,538	144	OK
51_10	233	2,64317	115,741	166	OK
52_9	155	3,33333	76,1364	137	OK
53_4	148	2,06897	26,4957	116	OK
53_5	117	3,53982	21,875	127	OK
53_6	110	3,77358	39,2405	118	OK
53_7	122	2,52101	5,17241	118	OK
54_2	134	0	0	95	OK
54_3	112	0,900901	0,900901	113	OK
54_6	112	2,75229	12	113	OK
54_7	114	2,7027	16,3265	117	OK
55_2	83	0	0	82	OK
48_6	108	2,85714	14,8936	96	OK
48_7	110	2,80374	7,84314	100	OK
48_8	117	0,862069	13,5922	92	OK
48_9	116	2,65487	14,8515	103	OK
48_10	114	2,7027	11,7647	106	OK
49_2	111	1,83486	11	99	OK
49_3	98	2,08333	5,37634	100	OK
49_4	99	3,125	10	86	OK
49_5	91	2,24719	10,9756	81	OK
49_6	128	0	0	77	OK
49_8	114	0,884956	1,78571	93	OK
49_9	100	3,09278	3,09278	83	OK
49_10	99	2,06186	13,7931	93	OK
50_1	116	0	0	56	OK
50_4	101	1	7,44681	83	OK
50_5	100	0	0	76	OK
50_6	102	0	0	71	OK
50_7	137	0	0	67	OK
50_8	112	0	0	51	OK
50_10	103	0	0	76	OK
51_1	212	2,91262	112	155	OK
51_2	229	3,61991	148,913	160	OK
51_3	226	2,72727	143,011	144	OK
51_4	222	4,71698	143,956	153	OK
51_6	225	4,65116	116,346	150	OK
52_4	176	3,52941	55,7522	143	OK
52_5	176	4,7619	55,7522	143	OK
52_6	202	3,06122	71,1864	146	OK
53_1	148	2,77778	20,3252	124	OK
53_2	119	3,47826	10,1852	115	OK
53_8	143	2,8777	38,8349	128	OK
53_10	135	2,27273	21,6216	132	OK
54_1	107	1,90476	9,18367	104	OK
55_8	102	0,990099	0,990099	101	OK
55_9	94	0	0	93	OK
55_10	100	0	0	96	OK
average		1,83316	27,5079	106,778



Method: solveWithMyGA
maxGeneratedSchedules	populationSize	maxParents	maxChildren	numberOfChildrenInNextGeneration	timesPingPongInitialPopulation	probabilityKP	probabilityParentSelection	permissibleResourceRemains	swapAndMovePermissibleTimes
5000	40	20	40	10	100	0,5	0,8	0,9	10
Name	Duration	Error to record, %	Error to critical path, %	Calculation time, sec.	Is valid
42_4	106	1,92308	3,92157	15	OK
43_4	105	0	5	14	OK
43_5	105	0	7,14286	15	OK
43_6	98	0	15,2941	15	OK
43_10	113	0	1,8018	15	OK
44_1	100	0	0	13	OK
44_2	112	0	9,80392	15	OK
44_4	95	0	2,15054	14	OK
44_5	98	0	4,25532	14	OK
44_6	106	0	0	14	OK
44_7	98	0	0	14	OK
42_2	126	0	0	15	OK
37_2	150	3,44828	74,4186	25	OK
37_3	147	5,7554	45,5446	24	OK
37_4	170	4,29448	78,9474	26	OK
37_5	215	4,36893	88,5965	28	OK
37_6	169	3,68098	60,9524	27	OK
37_8	188	5,61798	62,069	25	OK
37_9	148	4,22535	80,4878	25	OK
37_10	138	4,54545	72,5	24	OK
38_1	110	1,85185	6,79612	24	OK
38_2	128	3,22581	39,1304	24	OK
38_4	145	3,57143	25	25	OK
38_5	115	0,877193	21,0526	23	OK
38_6	126	3,27869	32,6316	24	OK
38_7	106	0,952381	16,4835	22	OK
38_8	128	2,4	30,6122	24	OK
38_10	144	2,85714	50	24	OK
39_1	96	1,05263	1,05263	22	OK
39_2	113	4,62963	8,65385	23	OK
39_3	114	2,7027	14	22	OK
39_4	101	3,06122	32,8947	21	OK
39_6	95	0	0	22	OK
39_7	106	1,92308	12,766	22	OK
39_8	100	4,16667	7,52688	22	OK
39_9	94	2,17391	22,0779	21	OK
39_10	112	1,81818	13,1313	22	OK
40_2	90	0	0	22	OK
40_3	87	0	0	20	OK
40_4	112	0	0	18	OK
40_5	101	0	0	21	OK
40_6	90	0	0	18	OK
40_8	97	0	0	20	OK
40_9	117	0	0	21	OK
40_10	96	0	0	17	OK
41_1	127	0	23,301	17	OK
41_2	141	0	42,4242	17	OK
42_7	123	0	4,23729	14	OK
43_8	115	0	0	14	OK
47_1	144	5,10949	34,5794	21	OK
47_2	138	4,54545	28,972	20	OK
47_4	136	3,0303	28,3019	21	OK
47_5	133	4,72441	25,4717	21	OK
47_6	142	3,64963	42	21	OK
41_4	120	3,44828	37,931	15	OK
41_5	138	0	20	15	OK
41_6	115	1,76991	26,3736	16	OK
41_7	110	0,917431	20,8791	15	OK
41_8	138	0	25,4545	15	OK
41_10	139	2,20588	14,876	16	OK
42_1	109	0,925926	19,7802	17	OK
42_3	106	0	6	15	OK
42_6	119	0	35,2273	16	OK
42_8	114	0,884956	12,8713	17	OK
42_9	104	0	8,33333	15	OK
42_10	118	0	15,6863	16	OK
43_2	120	0	4,34783	15	OK
43_3	95	0	0	16	OK
43_9	105	0	3,9604	14	OK
45_4	103	0	0	13	OK
46_6	186	4,49438	91,7526	20	OK
46_8	186	5,08475	93,75	23	OK
46_9	171	3,01205	80	21	OK
46_10	197	4,78723	87,619	23	OK
48_3	115	2,67857	10,5769	21	OK
52_8	163	3,16456	42,9825	23	OK
52_10	149	3,47222	63,7363	23	OK
54_4	121	0,833333	1,68067	21	OK
54_8	104	1,96078	16,8539	21	OK
54_9	109	1,86916	14,7368	21	OK
54_10	109	0,925926	9	20	OK
55_3	126	0	0	17	OK
44_8	108	0	2,85714	14	OK
44_10	98	0	0	16	OK
45_1	108	0	0	13	OK
45_2	91	0	0	13	OK
45_3	98	0	0	12	OK
45_6	125	0	0	14	OK
45_7	103	0	0	13	OK
45_8	103	0	0	14	OK
45_9	114	0	0	13	OK
45_10	99	0	0	13	OK
46_2	206	4,0404	76,0684	22	OK
46_3	186	6,28571	78,8462	21	OK
46_4	178	4,70588	97,7778	22	OK
46_5	159	6,71141	63,9175	22	OK
50_2	112	0	0	19	OK
52_2	188	2,73224	69,3694	24	OK
52_3	139	3,73134	36,2745	22	OK
55_4	90	0	0	19	OK
55_5	106	0	0	19	OK
55_6	101	1	3,06122	20	OK
47_7	121	2,54237	40,6977	20	OK
47_8	137	3,00752	69,1358	21	OK
47_10	136	3,0303	33,3333	22	OK
48_1	101	1	6,31579	19	OK
48_2	114	0,884956	29,5455	20	OK
48_4	130	2,3622	23,8095	21	OK
51_7	222	4,71698	143,956	24	OK
51_8	214	3,8835	151,765	26	OK
51_9	219	3,79147	110,577	24	OK
51_10	240	5,72687	122,222	27	OK
52_9	157	4,66667	78,4091	22	OK
53_4	148	2,06897	26,4957	22	OK
53_5	116	2,65487	20,8333	23	OK
53_6	109	2,83019	37,9747	21	OK
53_7	122	2,52101	5,17241	22	OK
54_2	134	0	0	18	OK
54_3	111	0	0	22	OK
54_6	110	0,917431	10	21	OK
54_7	113	1,8018	15,3061	21	OK
55_2	83	0	0	16	OK
48_6	106	0,952381	12,766	19	OK
48_7	109	1,86916	6,86275	19	OK
48_8	116	0	12,6214	18	OK
48_9	115	1,76991	13,8614	20	OK
48_10	114	2,7027	11,7647	19	OK
49_2	110	0,917431	10	20	OK
49_3	97	1,04167	4,30108	19	OK
49_4	98	2,08333	8,88889	18	OK
49_5	90	1,1236	9,7561	17	OK
49_6	128	0	0	17	OK
49_8	113	0	0,892857	20	OK
49_9	98	1,03093	1,03093	18	OK
49_10	98	1,03093	12,6437	18	OK
50_1	116	0	0	16	OK
50_4	100	0	6,38298	18	OK
50_5	100	0	0	17	OK
50_6	102	0	0	16	OK
50_7	137	0	0	16	OK
50_8	112	0	0	15	OK
50_10	103	0	0	18	OK
51_1	218	5,82524	118	25	OK
51_2	227	2,71493	146,739	25	OK
51_3	236	7,27273	153,763	25	OK
51_4	225	6,13208	147,253	26	OK
51_6	227	5,5814	118,269	26	OK
52_4	174	2,35294	53,9823	24	OK
52_5	175	4,16667	54,8673	23	OK
52_6	207	5,61224	75,4237	25	OK
53_1	150	4,16667	21,9512	23	OK
53_2	117	1,73913	8,33333	22	OK
53_8	143	2,8777	38,8349	22	OK
53_10	135	2,27273	21,6216	23	OK
54_1	107	1,90476	9,18367	20	OK
55_8	101	0	0	20	OK
55_9	94	0	0	19	OK
55_10	100	0	0	20	OK
average		1,81426	27,6842	19,557



Method: solveWithMyGA
maxGeneratedSchedules	populationSize	maxParents	maxChildren	numberOfChildrenInNextGeneration	timesPingPongInitialPopulation	probabilityKP	probabilityParentSelection	permissibleResourceRemains	swapAndMovePermissibleTimes
1000	40	20	40	10	100	0,5	0,8	0,9	10
Name	Duration	Error to record, %	Error to critical path, %	Calculation time, sec.	Is valid
1_2	113	3,66972	31,3953	10	OK
1_3	127	1,6	54,8781	9	OK
1_4	97	0	22,7848	10	OK
3_2	88	0	0	7	OK
3_3	100	0	0	8	OK
5_2	80	0	0	8	OK
6_3	138	2,22222	62,3529	13	OK
6_9	171	6,21118	96,5517	13	OK
7_9	93	4,49438	17,7215	11	OK
8_3	98	3,15789	11,3636	12	OK
9_8	80	0	0	10	OK
9_9	87	0	0	10	OK
10_2	91	0	0	9	OK
10_3	99	0	0	9	OK
10_4	95	0	0	10	OK
10_5	97	0	0	9	OK
10_6	92	0	0	8	OK
10_7	79	0	0	11	OK
10_8	114	0	0	9	OK
10_9	77	0	0	8	OK
1_5	112	0	19,1489	9	OK
1_6	85	1,19048	30,7692	9	OK
1_7	120	2,5641	22,449	9	OK
4_6	90	0	5,88235	8	OK
4_9	79	0	0	8	OK
6_5	134	7,2	86,1111	12	OK
9_7	80	0	0	9	OK
11_3	217	6,89655	133,333	15	OK
11_4	210	7,14286	118,75	16	OK
11_6	227	7,07547	149,451	15	OK
11_10	194	7,18232	115,556	14	OK
12_3	144	5,88235	71,4286	14	OK
12_7	126	5	51,8072	14	OK
12_8	125	5,04202	73,6111	14	OK
12_10	149	4,1958	77,381	14	OK
13_6	103	4,0404	19,7674	12	OK
13_7	114	4,58716	8,57143	14	OK
13_8	98	4,25532	12,6437	13	OK
13_9	88	3,52941	14,2857	12	OK
14_4	91	3,40909	7,05882	12	OK
14_5	100	3,09278	11,1111	12	OK
15_2	75	0	0	10	OK
1_1	108	2,85714	9,09091	10	OK
2_2	76	1,33333	4,10959	9	OK
3_1	81	1,25	2,53165	10	OK
4_2	107	0	0	8	OK
6_4	169	9,74026	72,449	12	OK
6_6	164	5,80645	130,986	12	OK
6_7	182	8,33333	62,5	13	OK
7_2	117	2,63158	19,3878	11	OK
7_3	102	2	13,3333	12	OK
7_4	116	3,57143	36,4706	12	OK
7_5	137	4,58015	57,4713	13	OK
7_6	131	5,64516	36,4583	12	OK
7_7	124	5,08475	33,3333	12	OK
7_8	101	4,12371	55,3846	11	OK
7_10	123	4,23729	46,4286	12	OK
8_1	95	0	0	12	OK
8_2	106	2,91262	17,7778	11	OK
8_4	97	3,19149	8,98876	12	OK
8_5	107	2,88462	17,5824	11	OK
8_6	89	4,70588	8,53659	11	OK
8_7	89	2,29885	2,29885	11	OK
8_8	89	2,29885	2,29885	11	OK
8_9	97	3,19149	16,8675	12	OK
8_10	94	1,07527	13,253	11	OK
9_1	88	0	0	11	OK
9_2	94	0	0	9	OK
9_3	87	0	0	10	OK
1_8	112	2,75229	31,7647	10	OK
1_9	112	0	25,8427	9	OK
1_10	110	1,85185	23,5955	10	OK
2_8	83	0	7,79221	8	OK
2_1	88	1,14943	25,7143	9	OK
2_3	93	1,08696	19,2308	9	OK
2_4	95	0	7,95455	9	OK
2_5	105	1,94175	15,3846	9	OK
2_6	93	1,08696	24	9	OK
2_7	90	0	7,14286	9	OK
2_9	96	2,12766	4,34783	10	OK
2_10	98	2,08333	24,0506	9	OK
3_4	71	0	0	9	OK
3_5	84	0	3,7037	8	OK
3_6	102	0	0	7	OK
3_7	93	0	0	9	OK
3_8	77	0	0	9	OK
3_9	86	0	0	8	OK
3_10	103	0	0	8	OK
4_1	74	0	5,71429	7	OK
4_3	95	0	4,3956	8	OK
4_4	75	0	0	8	OK
4_5	74	0	0	8	OK
4_7	81	0	0	8	OK
4_8	90	0	0	7	OK
4_10	77	0	0	7	OK
5_1	92	0	0	7	OK
5_3	72	0	0	7	OK
5_4	97	0	0	8	OK
5_5	77	0	0	7	OK
5_6	88	0	0	8	OK
5_7	84	0	0	7	OK
5_8	78	0	0	8	OK
5_9	106	0	0	8	OK
