


Method: solveWithScheduleKochetovStolyar2003
probabilityKP	probabilitySN	tabuListSize	changingInterval	maxIterationNumber
0,5	0,2	5	10	5000
Name	duration	error to record, %	error to critical path, %	calculation time, sec.	is valid
5_10	92	0	0	8	OK
6_1	154	6,94444	105,333	11	OK
6_2	145	7,40741	101,389	12	OK
6_8	155	5,44218	50,4854	13	OK
6_10	182	5,81395	95,6989	13	OK
7_1	106	3,92157	39,4737	12	OK
11_8	176	8,64198	85,2632	14	OK
12_2	124	5,98291	72,2222	12	OK
13_2	90	1,1236	25	12	OK
13_3	123	4,23729	16,0377	13	OK
13_4	117	4,46429	32,9545	13	OK
13_5	93	2,1978	17,7215	12	OK
14_7	92	1,0989	3,37079	13	OK
15_6	97	0	0	10	OK
15_7	75	0	0	9	OK
9_4	88	1,14943	10	11	OK
9_5	114	0	0	9	OK
9_6	98	0	0	10	OK
9_10	84	0	0	11	OK
10_1	111	0	0	8	OK
11_2	170	7,59494	117,949	14	OK
11_7	175	7,36196	113,415	13	OK
12_1	146	5,7971	55,3191	13	OK
12_9	111	5,71429	44,1558	14	OK
13_10	96	4,34783	23,0769	13	OK
14_1	87	2,35294	7,40741	12	OK
14_2	97	4,30108	12,7907	12	OK
14_9	101	0	0	12	OK
14_10	83	2,46914	3,75	11	OK
15_4	82	0	0	10	OK
15_5	87	0	0	10	OK
17_10	142	5,97015	61,3636	15	OK
18_1	142	2,89855	40,5941	14	OK
18_2	122	5,17241	9,90991	14	OK
18_3	103	1,9802	43,0556	12	OK
18_4	104	2,9703	35,0649	13	OK
18_5	123	4,23729	39,7727	13	OK
18_6	142	5,97015	31,4815	13	OK
18_7	122	3,38983	37,0787	13	OK
18_8	110	3,77358	25	13	OK
18_9	95	4,3956	25	13	OK
18_10	101	3,06122	20,2381	13	OK
10_10	66	0	0	9	OK
11_1	184	6,35838	104,444	13	OK
11_5	230	9,00474	137,113	14	OK
11_9	180	4,04624	136,842	14	OK
12_4	130	4	38,2979	13	OK
12_5	174	7,40741	77,551	15	OK
12_6	128	5,78512	56,0976	13	OK
13_1	132	3,93701	9,09091	14	OK
14_3	88	0	0	13	OK
14_6	91	0	0	12	OK
14_8	115	2,67857	13,8614	13	OK
15_1	81	0	0	10	OK
15_3	87	0	0	12	OK
19_9	90	1,1236	20	13	OK
20_6	80	0	0	10	OK
21_3	144	0,699301	29,7297	10	OK
21_4	137	1,48148	23,4234	9	OK
21_5	111	0,909091	16,8421	10	OK
21_6	113	3,66972	16,4948	9	OK
22_3	97	1,04167	16,8675	10	OK
22_6	103	0	10,7527	8	OK
22_7	133	0	7,25806	8	OK
23_1	107	0	0	8	OK
23_7	104	0	0	8	OK
23_8	101	0	1	8	OK
23_9	107	0	1,90476	8	OK
23_5	99	0	3,125	8	OK
23_6	106	0	2,91262	9	OK
24_2	91	0	0	8	OK
24_3	89	0	0	8	OK
24_4	101	0	0	8	OK
24_5	86	0	0	8	OK
24_6	95	0	0	7	OK
24_7	112	0	2,75229	9	OK
24_8	104	0	0	7	OK
24_9	82	0	7,89474	8	OK
25_5	100	0	0	6	OK
25_10	92	0	0	7	OK
26_1	177	4,73373	84,375	13	OK
26_2	178	5,32544	83,5052	11	OK
34_5	106	2,91262	7,07071	12	OK
34_7	105	0	0	11	OK
34_8	91	2,24719	12,3457	12	OK
34_9	98	3,15789	18,0723	11	OK
34_10	101	0	0	12	OK
35_1	87	0	0	9	OK
35_2	114	2,7027	2,7027	12	OK
35_3	77	0	0	10	OK
35_4	101	0	0	12	OK
15_8	126	0	0	9	OK
15_9	109	0	0	10	OK
15_10	91	0	0	10	OK
16_1	211	7,65306	197,183	16	OK
16_2	252	8,62069	196,471	16	OK
16_3	252	7,69231	159,794	16	OK
16_4	216	8	170	15	OK
16_5	214	7	132,609	16	OK
16_6	221	7,28155	179,747	15	OK
16_7	198	6,45161	120	16	OK
16_8	210	7,69231	172,727	16	OK
16_9	222	8,29268	152,273	16	OK
16_10	229	7,51174	133,673	15	OK
17_1	146	4,28571	67,8161	15	OK
17_2	130	5,69106	75,6757	14	OK
17_3	114	5,55556	58,3333	13	OK
17_4	125	4,16667	37,3626	15	OK
17_5	139	7,75194	54,4444	13	OK
17_6	141	3,67647	107,353	14	OK
17_7	155	6,16438	58,1633	14	OK
17_8	133	4,72441	82,1918	14	OK
17_9	142	5,97015	75,3086	14	OK
19_1	88	0	0	12	OK
19_8	94	1,07527	1,07527	12	OK
20_1	89	0	0	11	OK
19_2	85	2,40964	4,93827	13	OK
19_3	87	2,35294	20,8333	12	OK
19_4	110	3,77358	19,5652	12	OK
19_5	107	3,8835	25,8824	13	OK
19_6	92	2,22222	15	16	OK
19_7	93	0	0	14	OK
19_10	88	0	0	11	OK
22_5	93	0	0	10	OK
22_8	103	0	10,7527	10	OK
22_9	110	0,917431	20,8791	9	OK
22_10	79	0	11,2676	8	OK
23_2	116	0	0	9	OK
23_3	99	0	0	8	OK
23_4	106	0	2,91262	8	OK
24_10	91	0	0	9	OK
25_1	82	0	0	7	OK
25_2	108	0	0	8	OK
25_3	100	0	0	6	OK
25_4	117	0	0	8	OK
25_6	92	0	1,0989	8	OK
25_7	92	0	1,0989	8	OK
25_8	80	0	5,26316	8	OK
25_9	94	0	0	7	OK
26_7	165	5,09554	98,7952	12	OK
20_2	99	0	0	10	OK
20_3	79	2,5974	6,75676	12	OK
20_4	89	0	0	10	OK
20_5	69	0	0	10	OK
20_7	81	0	0	10	OK
20_8	108	0,934579	0,934579	12	OK
20_9	80	0	0	11	OK
20_10	81	0	0	10	OK
21_1	117	2,63158	19,3878	10	OK
21_2	117	0	34,4828	9	OK
21_7	114	2,7027	44,3038	9	OK
21_8	128	0,787402	5,78512	10	OK
21_9	103	0,980392	19,7674	9	OK
21_10	102	0	17,2414	9	OK
22_1	103	1,9802	24,0964	9	OK
22_2	107	0	2,88462	9	OK
22_4	90	0	13,9241	9	OK
27_2	120	4,34783	37,931	12	OK
27_3	148	2,77778	51,0204	12	OK
27_4	111	2,77778	30,5882	11	OK
27_5	114	2,7027	28,0899	12	OK
27_6	152	4,82759	56,701	12	OK
27_7	130	4	30	13	OK
23_10	100	0	0	9	OK
24_1	93	0	1,08696	8	OK
26_3	178	6,58683	91,3979	12	OK
26_4	181	5,23256	67,5926	12	OK
26_5	166	8,49673	104,938	12	OK
26_6	200	6,95187	63,9344	12	OK
28_2	111	0,909091	0,909091	11	OK
29_6	93	2,1978	5,68182	11	OK
29_7	97	0	0	9	OK
29_8	80	0	0	10	OK
31_3	185	6,32184	131,25	14	OK
32_7	128	4,91803	23,0769	13	OK
33_1	110	2,80374	11,1111	12	OK
33_2	118	4,42478	28,2609	11	OK
33_3	111	3,73832	26,1364	12	OK
33_4	117	4,46429	20,6186	13	OK
33_5	150	5,6338	38,8889	12	OK
33_7	128	4,06504	37,6344	13	OK
33_8	117	5,40541	30	12	OK
33_9	118	3,50877	15,6863	12	OK
33_10	110	3,77358	25	12	OK
26_8	187	6,25	78,0952	12	OK
26_9	185	7,55814	49,1936	12	OK
26_10	194	6,01093	59,0164	13	OK
27_1	112	3,7037	45,4545	11	OK
28_3	101	0	0	10	OK
28_4	116	3,57143	12,6214	12	OK
28_5	102	0	0	10	OK
28_6	103	0	0	11	OK
28_7	112	2,75229	15,4639	12	OK
28_8	102	3,0303	17,2414	11	OK
28_9	101	3,06122	8,60215	11	OK
28_10	118	1,72414	8,25688	11	OK
29_1	104	0	0	10	OK
29_2	91	0	0	11	OK
29_3	99	1,02041	23,75	11	OK
29_4	81	1,25	5,19481	9	OK
29_5	102	0	0	11	OK
31_7	223	8,25243	102,727	15	OK
31_8	210	9,375	128,261	14	OK
31_9	203	7,40741	105,051	14	OK
31_10	248	9,2511	175,556	14	OK
32_1	153	4,08163	54,5455	13	OK
32_2	140	6,87023	40	13	OK
32_3	154	6,2069	52,4753	13	OK
32_4	141	3,67647	30,5556	13	OK
27_8	145	3,57143	34,2593	13	OK
27_9	132	3,125	38,9474	12	OK
27_10	121	5,21739	15,2381	12	OK
28_1	112	3,7037	14,2857	12	OK
29_9	97	0	0	10	OK
29_10	96	0	0	9	OK
30_1	102	0	0	9	OK
30_2	112	0	0	9	OK
30_3	108	0	0	9	OK
30_4	83	0	0	9	OK
30_5	85	2,40964	4,93827	10	OK
30_6	79	0	0	9	OK
30_7	93	0	0	11	OK
30_8	79	0	0	9	OK
30_9	93	0	0	9	OK
30_10	86	0	0	9	OK
31_1	213	7,57576	131,522	13	OK
31_2	206	6,73575	151,22	13	OK
31_4	237	8,21918	111,607	13	OK
31_5	219	9,5	125,773	15	OK
31_6	205	6,77083	102,97	14	OK
32_5	148	7,24638	49,4949	12	OK
32_6	137	7,03125	45,7447	13	OK
32_8	145	7,40741	79,0123	12	OK
32_9	134	5,51181	55,814	12	OK
32_10	139	6,10687	52,7473	14	OK
33_6	119	3,47826	3,47826	13	OK
36_5	247	7,86026	160	14	OK
36_6	247	9,77778	144,554	16	OK
36_7	223	7,21154	116,505	15	OK
36_8	186	8,13953	124,096	13	OK
36_9	237	7,23982	127,885	14	OK
36_10	234	8,33333	157,143	16	OK
37_1	152	4,82759	58,3333	13	OK
37_2	152	4,82759	76,7442	13	OK
37_3	149	7,19424	47,5248	14	OK
43_5	105	0	7,14286	8	OK
48_7	109	1,86916	6,86275	11	OK
48_8	117	0,862069	13,5922	11	OK
48_9	114	0,884956	12,8713	11	OK
48_10	115	3,6036	12,7451	11	OK
49_1	96	0	0	10	OK
49_2	111	1,83486	11	11	OK
49_3	99	3,125	6,45161	11	OK
34_1	79	1,28205	9,72222	11	OK
34_2	107	1,90476	12,6316	13	OK
34_3	103	0,980392	9,57447	12	OK
34_4	95	0	1,06383	11	OK
34_6	100	0	0	12	OK
35_10	86	0	0	10	OK
36_1	226	7,61905	130,612	14	OK
36_2	242	8,52018	171,91	15	OK
36_3	250	9,17031	174,725	15	OK
36_4	252	6,77966	162,5	14	OK
37_4	172	5,52147	81,0526	13	OK
37_5	218	5,82524	91,2281	15	OK
37_6	175	7,36196	66,6667	15	OK
37_7	172	6,8323	109,756	14	OK
37_8	190	6,74157	63,7931	14	OK
40_2	90	0	0	12	OK
44_10	98	0	0	9	OK
45_1	108	0	0	8	OK
45_2	91	0	0	7	OK
45_3	98	0	0	8	OK
45_6	125	0	0	7	OK
45_7	103	0	0	8	OK
45_8	103	0	0	8	OK
45_9	114	0	0	7	OK
48_6	108	2,85714	14,8936	11	OK
35_5	94	1,07527	2,17391	11	OK
35_6	86	0	0	10	OK
35_7	99	0	0	9	OK
35_8	101	0	0	11	OK
35_9	91	0	0	12	OK
37_9	148	4,22535	80,4878	13	OK
37_10	139	5,30303	73,75	14	OK
38_1	112	3,7037	8,73786	13	OK
38_2	129	4,03226	40,2174	12	OK
38_3	162	4,51613	54,2857	14	OK
38_4	146	4,28571	25,8621	14	OK
38_5	117	2,63158	23,1579	12	OK
38_6	129	5,7377	35,7895	14	OK
38_7	107	1,90476	17,5824	12	OK
38_8	129	3,2	31,6327	13	OK
38_9	141	5,22388	5,22388	14	OK
38_10	145	3,57143	51,0417	13	OK
39_1	96	1,05263	1,05263	12	OK
39_2	114	5,55556	9,61539	13	OK
39_3	115	3,6036	15	12	OK
39_4	102	4,08163	34,2105	12	OK
39_5	106	0	0	12	OK
39_6	95	0	0	12	OK
39_7	108	3,84615	14,8936	13	OK
39_8	102	6,25	9,67742	12	OK
39_9	96	4,34783	24,6753	11	OK
39_10	114	3,63636	15,1515	12	OK
40_1	82	1,23457	5,12821	11	OK
40_3	87	0	0	11	OK
40_4	112	0	0	11	OK
40_5	101	0	0	11	OK
40_6	90	0	0	10	OK
40_7	91	0	0	10	OK
40_8	97	0	0	12	OK
40_9	117	0	0	11	OK
40_10	96	0	0	10	OK
41_1	128	0,787402	24,2718	9	OK
41_2	141	0	42,4242	9	OK
41_3	143	1,41844	20,1681	10	OK
41_4	120	3,44828	37,931	8	OK
41_5	138	0	20	9	OK
41_6	115	1,76991	26,3736	9	OK
41_7	112	2,75229	23,0769	8	OK
41_8	138	0	25,4545	9	OK
41_9	122	0,826446	28,4211	9	OK
41_10	138	1,47059	14,0496	9	OK
42_1	111	2,77778	21,978	9	OK
42_2	126	0	0	9	OK
42_3	106	0	6	9	OK
42_4	106	1,92308	3,92157	8	OK
42_5	122	1,66667	12,963	10	OK
42_6	119	0	35,2273	8	OK
42_7	123	0	4,23729	8	OK
42_8	117	3,53982	15,8416	10	OK
42_9	104	0	8,33333	9	OK
42_10	118	0	15,6863	9	OK
43_1	105	0	5	8	OK
43_2	120	0	4,34783	9	OK
43_3	95	0	0	9	OK
43_4	105	0	5	8	OK
43_6	99	1,02041	16,4706	9	OK
43_7	122	0	4,2735	9	OK
43_8	115	0	0	8	OK
43_9	105	0	3,9604	8	OK
43_10	113	0	1,8018	9	OK
44_1	100	0	0	7	OK
44_2	112	0	9,80392	8	OK
44_3	107	0	0	8	OK
44_4	95	0	2,15054	8	OK
44_5	98	0	4,25532	9	OK
44_6	106	0	0	8	OK
44_7	98	0	0	8	OK
44_8	108	0	2,85714	7	OK
44_9	91	0	0	8	OK
45_4	103	0	0	7	OK
45_5	116	0	1,75439	10	OK
45_10	99	0	0	8	OK
46_1	198	5,31915	66,3866	13	OK
46_2	209	5,55556	78,6325	12	OK
46_3	186	6,28571	78,8462	12	OK
46_4	179	5,29412	98,8889	11	OK
46_5	158	6,04027	62,8866	12	OK
46_6	185	3,93258	90,7216	12	OK
46_7	178	4,70588	67,9245	11	OK
46_8	188	6,21469	95,8333	13	OK
46_9	174	4,81928	83,1579	12	OK
46_10	200	6,38298	90,4762	13	OK
47_1	144	5,10949	34,5794	11	OK
47_2	137	3,78788	28,0374	12	OK
47_3	129	3,2	30,303	12	OK
47_4	137	3,78788	29,2453	12	OK
47_5	134	5,51181	26,4151	12	OK
47_6	145	5,83942	45	12	OK
47_7	122	3,38983	41,8605	11	OK
47_8	137	3,00752	69,1358	12	OK
47_9	147	2,08333	41,3462	12	OK
47_10	137	3,78788	34,3137	12	OK
48_1	103	3	8,42105	12	OK
48_2	115	1,76991	30,6818	12	OK
48_3	116	3,57143	11,5385	12	OK
48_4	130	2,3622	23,8095	12	OK
48_5	113	2,72727	21,5054	11	OK
50_6	102	0	0	9	OK
50_7	137	0	0	9	OK
50_8	112	0	0	9	OK
50_9	101	0	0	9	OK
50_10	103	0	0	11	OK
51_1	222	7,76699	122	14	OK
51_2	235	6,33484	155,435	13	OK
51_5	247	7,3913	142,157	13	OK
51_6	230	6,97674	121,154	14	OK
51_7	224	5,66038	146,154	12	OK
51_8	224	8,73786	163,529	14	OK
51_9	224	6,16114	115,385	13	OK
51_10	244	7,48899	125,926	14	OK
52_1	188	6,81818	66,3717	13	OK
52_2	191	4,37158	72,0721	13	OK
52_3	140	4,47761	37,2549	13	OK
52_4	180	5,88235	59,292	13	OK
52_5	177	5,35714	56,6372	13	OK
51_4	232	9,43396	154,945	15	OK
53_3	117	4,46429	13,5922	12	OK
53_8	145	4,31655	40,7767	13	OK
53_10	138	4,54545	24,3243	12	OK
55_8	102	0,990099	0,990099	12	OK
55_9	94	0	0	11	OK
55_10	100	0	0	13	OK
56_1	255	7,59494	168,421	14	OK
56_2	223	9,31373	156,322	14	OK
56_3	263	9,12863	182,796	14	OK
56_4	243	9,45946	182,558	14	OK
56_5	305	8,92857	160,684	14	OK
56_6	233	8,8785	145,263	14	OK
56_7	303	7,06714	158,974	14	OK
56_8	308	6,57439	211,111	15	OK
56_9	313	8,68056	209,901	15	OK
56_10	282	8,88031	176,471	14	OK
57_1	197	6,48649	72,807	14	OK
57_2	171	6,21118	64,4231	13	OK
57_3	193	4,8913	67,8261	14	OK
57_4	212	6	76,6667	13	OK
57_5	189	5,58659	96,875	14	OK
57_6	200	5,82011	102,02	13	OK
49_4	99	3,125	10	11	OK
49_5	90	1,1236	9,7561	10	OK
49_6	128	0	0	9	OK
49_7	101	2,0202	4,12371	11	OK
49_8	114	0,884956	1,78571	11	OK
49_9	98	1,03093	1,03093	11	OK
49_10	99	2,06186	13,7931	10	OK
50_1	116	0	0	9	OK
50_2	112	0	0	11	OK
50_3	111	0	0	9	OK
50_4	101	1	7,44681	11	OK
50_5	100	0	0	10	OK
51_3	239	8,63636	156,989	13	OK
53_9	174	5,45455	33,8462	14	OK
54_1	108	2,85714	10,2041	11	OK
54_2	134	0	0	10	OK
54_3	111	0	0	13	OK
54_4	123	2,5	3,36134	12	OK
54_5	113	3,66972	22,8261	12	OK
54_6	112	2,75229	12	12	OK
54_7	115	3,6036	17,3469	12	OK
54_8	104	1,96078	16,8539	12	OK
54_9	110	2,80374	15,7895	11	OK
54_10	110	1,85185	10	12	OK
55_1	104	4	5,05051	11	OK
55_2	83	0	0	9	OK
52_6	209	6,63265	77,1186	14	OK
52_7	155	4,02685	63,1579	13	OK
52_8	168	6,32911	47,3684	13	OK
52_9	158	5,33333	79,5455	13	OK
52_10	153	6,25	68,1319	13	OK
53_1	151	4,86111	22,7642	13	OK
53_2	119	3,47826	10,1852	14	OK
53_4	151	4,13793	29,0598	12	OK
53_5	117	3,53982	21,875	13	OK
53_6	111	4,71698	40,5063	12	OK
53_7	123	3,36134	6,03448	13	OK
58_3	126	5	38,4615	12	OK
58_4	152	4,82759	55,102	13	OK
58_5	124	3,33333	22,7723	13	OK
58_6	146	4,28571	41,7476	14	OK
58_7	156	6,12245	36,8421	14	OK
58_8	139	5,30303	40,404	15	OK
58_9	137	5,38462	48,913	13	OK
58_10	138	5,34351	40,8163	13	OK
59_1	115	0,877193	12,7451	11	OK
59_2	110	3,77358	22,2222	12	OK
59_3	110	1,85185	1,85185	12	OK
59_4	112	3,7037	4,6729	12	OK
59_6	119	3,47826	15,534	13	OK
55_3	126	0	0	10	OK
55_4	90	0	0	11	OK
55_5	106	0	0	11	OK
55_6	102	2	4,08163	11	OK
55_7	105	0	0	9	OK
57_7	177	6,62651	53,913	14	OK
57_8	172	6,17284	100	14	OK
57_9	179	7,18563	65,7407	14	OK
57_10	177	5,98802	46,281	13	OK
58_1	149	5,67376	23,1405	13	OK
58_2	130	3,1746	22,6415	14	OK
60_1	101	0	0	11	OK
60_2	84	1,20482	3,7037	11	OK
59_5	108	1,88679	11,3402	12	OK
59_7	116	3,57143	28,8889	13	OK
59_8	113	2,72727	15,3061	12	OK
59_9	121	1,68067	8,03571	13	OK
59_10	138	4,54545	30,1887	12	OK
60_3	91	2,24719	12,3457	12	OK
60_4	106	2,91262	4,9505	11	OK
60_5	108	2,85714	12,5	12	OK
60_6	110	0	0	13	OK
60_7	96	1,05263	14,2857	11	OK
60_8	102	0,990099	0,990099	12	OK
60_9	101	0	0	11	OK
60_10	90	1,1236	5,88235	10	OK
average		2,79237	33,7184	11,2067



Method: solveWithMyGA
maxGeneratedSchedules	populationSize	maxParents	maxChildren	numberOfChildrenInNextGeneration	timesPingPongInitialPopulation	probabilityKP	probabilityParentSelection	permissibleResourceRemains	swapAndMovePermissibleTimes
1000	40	20	40	10	100	0,5	0,8	0,9	10
Name	Duration	Error to record, %	Error to critical path, %	Calculation time, sec.	Is valid
11_8	177	9,25926	86,3158	14	OK
11_9	181	4,62428	138,158	14	OK
11_1	187	8,09249	107,778	15	OK
11_2	171	8,22785	119,231	14	OK
11_3	220	8,37438	136,559	16	OK
11_4	210	7,14286	118,75	15	OK
11_5	229	8,53081	136,082	15	OK
11_6	229	8,01887	151,648	15	OK
11_7	174	6,74847	112,195	14	OK
11_10	196	8,28729	117,778	15	OK
average		7,73066	122,45	14,7



Method: solveWithMyGA
maxGeneratedSchedules	populationSize	maxParents	maxChildren	numberOfChildrenInNextGeneration	timesPingPongInitialPopulation	probabilityKP	probabilityParentSelection	permissibleResourceRemains	swapAndMovePermissibleTimes
1000	40	20	40	10	100	0,5	0,8	0,9	10
Name	Duration	Error to record, %	Error to critical path, %	Calculation time, sec.	Is valid
11_1	187	8,09249	107,778	14	OK
11_2	167	5,6962	114,103	14	OK
11_3	219	7,88177	135,484	15	OK
11_4	214	9,18367	122,917	16	OK
11_5	228	8,05687	135,052	15	OK
11_6	225	6,13208	147,253	15	OK
11_7	174	6,74847	112,195	14	OK
11_8	175	8,02469	84,2105	14	OK
11_9	185	6,93642	143,421	15	OK
11_10	197	8,83978	118,889	15	OK
average		7,55924	122,13	14,7



maxGeneratedSchedules	populationSize	maxParents	maxChildren	numberOfChildrenInNextGeneration	timesPingPongInitialPopulation	probabilityKP	probabilityParentSelection	permissibleResourceRemains	swapAndMovePermissibleTimes	probabilityKP	probabilitySN	tabuListSize	changingInterval	maxIterationNumber	hammingDispersion
5000	40	20	40	10	100	0,5	0,8	0,9	10	0,5	0,2	1	1	10	10
Name	Duration	Error to record, %	Error to critical path, %	Calculation time, sec.	Is valid
1_1	108	2,85714	9,09091	31	OK
1_2	114	4,58716	32,5581	29	OK
1_3	127	1,6	54,8781	29	OK
1_4	97	0	22,7848	28	OK
1_5	112	0	19,1489	27	OK
1_6	85	1,19048	30,7692	27	OK
1_7	120	2,5641	22,449	27	OK
1_8	112	2,75229	31,7647	28	OK
1_9	112	0	25,8427	28	OK
2_8	83	0	7,79221	26	OK
1_10	112	3,7037	25,8427	28	OK
2_1	87	0	24,2857	26	OK
2_2	75	0	2,73973	26	OK
2_3	93	1,08696	19,2308	30	OK
2_4	95	0	7,95455	27	OK
2_5	103	0	13,1868	27	OK
2_6	93	1,08696	24	26	OK
2_7	90	0	7,14286	26	OK
2_9	95	1,06383	3,26087	29	OK
2_10	98	2,08333	24,0506	29	OK
3_1	81	1,25	2,53165	27	OK
3_2	88	0	0	24	OK
3_3	100	0	0	24	OK
3_4	71	0	0	26	OK
3_5	84	0	3,7037	25	OK
3_6	102	0	0	25	OK
15_4	82	0	0	30	OK
15_5	87	0	0	29	OK
15_6	97	0	0	29	OK
15_7	75	0	0	28	OK
15_8	126	0	0	29	OK
15_9	109	0	0	30	OK
15_10	91	0	0	31	OK
16_1	207	5,61224	191,549	45	OK
16_2	252	8,62069	196,471	47	OK
16_3	251	7,26496	158,763	48	OK
39_4	102	4,08163	34,2105	34	OK
39_5	106	0	0	35	OK
39_6	95	0	0	36	OK
39_7	107	2,88462	13,8298	36	OK
39_8	99	3,125	6,45161	37	OK
39_9	96	4,34783	24,6753	34	OK
39_10	113	2,72727	14,1414	35	OK
40_1	82	1,23457	5,12821	33	OK
40_2	90	0	0	35	OK
40_3	87	0	0	33	OK
40_4	112	0	0	32	OK
40_5	101	0	0	33	OK
3_8	77	0	0	27	OK
3_7	93	0	0	25	OK
3_9	86	0	0	23	OK
3_10	103	0	0	25	OK
4_1	74	0	5,71429	24	OK
4_2	107	0	0	23	OK
4_3	95	0	4,3956	24	OK
21_3	143	0	28,8288	28	OK
4_4	75	0	0	24	OK
4_5	74	0	0	25	OK
21_4	137	1,48148	23,4234	28	OK
21_5	112	1,81818	17,8947	27	OK
21_6	113	3,66972	16,4948	28	OK
21_7	113	1,8018	43,038	27	OK
21_8	129	1,5748	6,61157	30	OK
21_9	103	0,980392	19,7674	28	OK
21_10	103	0,980392	18,3908	28	OK
22_1	103	1,9802	24,0964	26	OK
22_2	107	0	2,88462	27	OK
30_3	108	0	0	27	OK
30_4	83	0	0	27	OK
30_5	84	1,20482	3,7037	32	OK
30_6	79	0	0	27	OK
30_7	93	0	0	31	OK
4_6	90	0	5,88235	25	OK
4_7	81	0	0	24	OK
4_8	90	0	0	23	OK
4_9	79	0	0	23	OK
4_10	77	0	0	23	OK
5_1	92	0	0	21	OK
5_2	80	0	0	24	OK
5_3	72	0	0	23	OK
5_4	97	0	0	22	OK
5_5	77	0	0	23	OK
6_6	163	5,16129	129,577	38	OK
6_7	179	6,54762	59,8214	39	OK
6_8	155	5,44218	50,4854	37	OK
6_9	168	4,34783	93,1034	40	OK
6_10	182	5,81395	95,6989	41	OK
7_1	105	2,94118	38,1579	36	OK
7_2	118	3,50877	20,4082	36	OK
7_3	102	2	13,3333	35	OK
7_4	115	2,67857	35,2941	35	OK
7_5	136	3,81679	56,3218	38	OK
8_10	94	1,07527	13,253	34	OK
9_1	88	0	0	33	OK
9_2	94	0	0	28	OK
9_3	87	0	0	30	OK
5_6	88	0	0	23	OK
5_7	84	0	0	24	OK
5_8	78	0	0	23	OK
5_9	106	0	0	23	OK
5_10	92	0	0	22	OK
6_1	152	5,55556	102,667	39	OK
6_2	142	5,18518	97,2222	36	OK
6_3	138	2,22222	62,3529	38	OK
6_4	167	8,44156	70,4082	35	OK
6_5	133	6,4	84,7222	38	OK
13_4	116	3,57143	31,8182	38	OK
13_5	94	3,2967	18,9873	35	OK
13_6	102	3,0303	18,6047	36	OK
13_7	112	2,75229	6,66667	39	OK
13_8	97	3,19149	11,4943	39	OK
13_9	88	3,52941	14,2857	36	OK
13_10	96	4,34783	23,0769	37	OK
14_1	87	2,35294	7,40741	35	OK
14_2	96	3,22581	11,6279	38	OK
14_3	88	0	0	34	OK
16_4	212	6	165	45	OK
16_5	212	6	130,435	47	OK
16_6	216	4,85437	173,418	46	OK
16_7	197	5,91398	118,889	47	OK
16_8	209	7,17949	171,429	45	OK
7_6	129	4,03226	34,375	38	OK
7_7	121	2,54237	30,1075	36	OK
7_8	100	3,09278	53,8462	34	OK
7_9	93	4,49438	17,7215	35	OK
7_10	122	3,38983	45,2381	36	OK
8_1	95	0	0	34	OK
8_2	108	4,85437	20	36	OK
8_3	98	3,15789	11,3636	34	OK
8_4	96	2,12766	7,86517	37	OK
8_5	107	2,88462	17,5824	34	OK
8_6	88	3,52941	7,31707	33	OK
8_7	88	1,14943	1,14943	34	OK
8_8	88	1,14943	1,14943	33	OK
8_9	96	2,12766	15,6627	35	OK
14_4	90	2,27273	5,88235	36	OK
14_5	100	3,09278	11,1111	35	OK
14_6	91	0	0	36	OK
19_9	90	1,1236	20	37	OK
19_10	88	0	0	32	OK
20_1	89	0	0	35	OK
20_2	99	0	0	33	OK
20_3	79	2,5974	6,75676	36	OK
20_4	89	0	0	31	OK
20_5	69	0	0	30	OK
9_4	88	1,14943	10	33	OK
9_5	114	0	0	27	OK
9_6	98	0	0	32	OK
9_7	80	0	0	28	OK
9_8	80	0	0	28	OK
17_8	131	3,14961	79,4521	42	OK
17_9	141	5,22388	74,0741	41	OK
17_10	140	4,47761	59,0909	43	OK
18_1	141	2,17391	39,604	41	OK
18_2	120	3,44828	8,10811	41	OK
18_3	103	1,9802	43,0556	37	OK
18_4	103	1,9802	33,7662	37	OK
18_5	121	2,54237	37,5	40	OK
18_6	140	4,47761	29,6296	39	OK
18_7	122	3,38983	37,0787	40	OK
22_3	97	1,04167	16,8675	29	OK
22_4	90	0	13,9241	27	OK
22_5	93	0	0	29	OK
22_6	104	0,970874	11,828	26	OK
22_7	133	0	7,25806	25	OK
22_8	103	0	10,7527	29	OK
22_9	109	0	19,7802	28	OK
22_10	79	0	11,2676	25	OK
23_1	107	0	0	25	OK
23_2	116	0	0	25	OK
9_9	87	0	0	31	OK
9_10	84	0	0	32	OK
10_1	111	0	0	28	OK
10_2	91	0	0	26	OK
10_3	99	0	0	29	OK
10_4	95	0	0	29	OK
10_5	97	0	0	27	OK
10_6	92	0	0	26	OK
10_7	79	0	0	32	OK
10_8	114	0	0	30	OK
10_9	77	0	0	25	OK
10_10	66	0	0	25	OK
11_1	182	5,20231	102,222	43	OK
11_2	165	4,43038	111,538	44	OK
23_3	99	0	0	24	OK
23_4	106	0	2,91262	25	OK
23_5	99	0	3,125	25	OK
23_6	106	0	2,91262	26	OK
23_7	104	0	0	24	OK
23_8	101	0	1	24	OK
23_9	107	0	1,90476	26	OK
23_10	100	0	0	26	OK
24_1	93	0	1,08696	22	OK
24_2	91	0	0	25	OK
24_3	89	0	0	24	OK
